下
173, 191
173, 197
174, 205
174, 208
LINE
148, 185
148, 185
148, 185
148, 185
148, 183
148, 185
147, 189
146, 200
145, 208
145, 213
147, 217
157, 217
172, 216
185, 214
190, 213
194, 211
197, 209
LINE
192, 189
192, 189
192, 189
192, 189
196, 200
200, 210
203, 215
205, 218
207, 219
LINE
DRAWING
